Time,Value
2036-09-30,33.40665453193864
2036-10-31,34.60736313033316
2036-11-30,35.98753390071143
2036-12-31,38.656412627164954
2037-01-31,41.645271255140685
2037-02-28,43.75796259799699
2037-03-31,44.98551753833877
2037-04-30,45.26576959488486
2037-05-31,42.59189829937722
2037-06-30,40.77273301842532
2037-07-31,39.66111135771988
2037-08-31,37.49594794373745
2037-09-30,36.392391511272166
2037-10-31,39.58480434580756
2037-11-30,38.4141927033765
2037-12-31,43.10571465660716
2038-01-31,43.043172083029134
2038-02-28,47.15821998096857
2038-03-31,46.89054376560339
2038-04-30,48.74280292253969
2038-05-31,46.68224754937667
2038-06-30,43.50166251191835
2038-07-31,41.109790996650624
2038-08-31,39.74526416108852
2038-09-30,39.01797613438971
2038-10-31,40.642933201250344
2038-11-30,40.57426382379262
2038-12-31,46.26183518133178
2039-01-31,46.79087418939838
2039-02-28,50.57439611422895
2039-03-31,51.235073565297434
2039-04-30,49.824097124888105
2039-05-31,49.07491315752375
2039-06-30,45.52894942381962
2039-07-31,43.78311598242811
2039-08-31,42.00514676260282
2039-09-30,42.10478903807493
2039-10-31,43.457282884894454
2039-11-30,45.794014796658054
2039-12-31,47.52483829925279
2040-01-31,52.85100504950796
2040-02-29,53.737025843243686
2040-03-31,53.641160014961926
2040-04-30,53.321093343067304
2040-05-31,50.6748703015357
2040-06-30,49.204638309022656
2040-07-31,49.07646962499446
2040-08-31,46.259036362002504
